Metric,precision,recall,f1-score,support,Model
TV,0.9117647058823529,0.775,0.8378378378378378,40.0,layers_5_opt_adam_act_relu_epochs_5.h5
Geyser,0.9047619047619048,0.7037037037037037,0.7916666666666666,27.0,layers_5_opt_adam_act_relu_epochs_5.h5
Refrigerator,0.8,0.875,0.835820895522388,32.0,layers_5_opt_adam_act_relu_epochs_5.h5
Washing Machine,0.53125,0.9444444444444444,0.68,18.0,layers_5_opt_adam_act_relu_epochs_5.h5
AC,0.9090909090909091,0.625,0.7407407407407407,16.0,layers_5_opt_adam_act_relu_epochs_5.h5
accuracy,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.7894736842105263,layers_5_opt_adam_act_relu_epochs_5.h5
macro avg,0.8113735039470333,0.7846296296296297,0.7772132281535267,133.0,layers_5_opt_adam_act_relu_epochs_5.h5
weighted avg,0.8316324376640609,0.7894736842105263,0.7949370979103892,133.0,layers_5_opt_adam_act_relu_epochs_5.h5
TV,0.8809523809523809,0.925,0.9024390243902439,40.0,layers_5_opt_adam_act_relu_epochs_10.h5
Geyser,0.8181818181818182,1.0,0.9,27.0,layers_5_opt_adam_act_relu_epochs_10.h5
Refrigerator,0.9666666666666667,0.90625,0.9354838709677419,32.0,layers_5_opt_adam_act_relu_epochs_10.h5
Washing Machine,0.9375,0.8333333333333334,0.8823529411764706,18.0,layers_5_opt_adam_act_relu_epochs_10.h5
AC,0.9166666666666666,0.6875,0.7857142857142857,16.0,layers_5_opt_adam_act_relu_epochs_10.h5
accuracy,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632,layers_5_opt_adam_act_relu_epochs_10.h5
macro avg,0.9039935064935065,0.8704166666666666,0.8811980244497484,133.0,layers_5_opt_adam_act_relu_epochs_10.h5
weighted avg,0.9007819874361229,0.8947368421052632,0.8931340327758086,133.0,layers_5_opt_adam_act_relu_epochs_10.h5
TV,0.9302325581395349,1.0,0.963855421686747,40.0,layers_5_opt_adam_act_relu_epochs_20.h5
Geyser,0.875,0.7777777777777778,0.8235294117647058,27.0,layers_5_opt_adam_act_relu_epochs_20.h5
Refrigerator,0.9696969696969697,1.0,0.9846153846153847,32.0,layers_5_opt_adam_act_relu_epochs_20.h5
Washing Machine,0.7777777777777778,0.7777777777777778,0.7777777777777778,18.0,layers_5_opt_adam_act_relu_epochs_20.h5
AC,1.0,0.9375,0.967741935483871,16.0,layers_5_opt_adam_act_relu_epochs_20.h5
accuracy,0.9172932330827067,0.9172932330827067,0.9172932330827067,0.9172932330827067,layers_5_opt_adam_act_relu_epochs_20.h5
macro avg,0.9105414611228564,0.898611111111111,0.9035039862656973,133.0,layers_5_opt_adam_act_relu_epochs_20.h5
weighted avg,0.9162752282397326,0.9172932330827067,0.9156471748913623,133.0,layers_5_opt_adam_act_relu_epochs_20.h5
TV,0.8292682926829268,0.85,0.8395061728395061,40.0,layers_5_opt_adam_act_tanh_epochs_5.h5
Geyser,0.8947368421052632,0.6296296296296297,0.7391304347826086,27.0,layers_5_opt_adam_act_tanh_epochs_5.h5
Refrigerator,0.8235294117647058,0.875,0.8484848484848485,32.0,layers_5_opt_adam_act_tanh_epochs_5.h5
Washing Machine,0.7894736842105263,0.8333333333333334,0.8108108108108109,18.0,layers_5_opt_adam_act_tanh_epochs_5.h5
AC,0.7,0.875,0.7777777777777778,16.0,layers_5_opt_adam_act_tanh_epochs_5.h5
accuracy,0.8120300751879699,0.8120300751879699,0.8120300751879699,0.8120300751879699,layers_5_opt_adam_act_tanh_epochs_5.h5
macro avg,0.8074016461526845,0.8125925925925926,0.8031420089391105,133.0,layers_5_opt_adam_act_tanh_epochs_5.h5
weighted avg,0.820241307792626,0.8120300751879699,0.8099798710019915,133.0,layers_5_opt_adam_act_tanh_epochs_5.h5
TV,0.8636363636363636,0.95,0.9047619047619048,40.0,layers_5_opt_adam_act_tanh_epochs_10.h5
Geyser,0.9230769230769231,0.8888888888888888,0.9056603773584906,27.0,layers_5_opt_adam_act_tanh_epochs_10.h5
Refrigerator,0.8285714285714286,0.90625,0.8656716417910447,32.0,layers_5_opt_adam_act_tanh_epochs_10.h5
Washing Machine,0.7894736842105263,0.8333333333333334,0.8108108108108109,18.0,layers_5_opt_adam_act_tanh_epochs_10.h5
AC,1.0,0.5625,0.72,16.0,layers_5_opt_adam_act_tanh_epochs_10.h5
accuracy,0.8646616541353384,0.8646616541353384,0.8646616541353384,0.8646616541353384,layers_5_opt_adam_act_tanh_epochs_10.h5
macro avg,0.8809516798990483,0.8281944444444445,0.8413809469444502,133.0,layers_5_opt_adam_act_tanh_epochs_10.h5
weighted avg,0.8736341616436591,0.8646616541353384,0.8605969436922064,133.0,layers_5_opt_adam_act_tanh_epochs_10.h5
TV,0.8780487804878049,0.9,0.8888888888888888,40.0,layers_5_opt_adam_act_tanh_epochs_20.h5
Geyser,0.8,0.8888888888888888,0.8421052631578947,27.0,layers_5_opt_adam_act_tanh_epochs_20.h5
Refrigerator,0.84,0.65625,0.7368421052631579,32.0,layers_5_opt_adam_act_tanh_epochs_20.h5
Washing Machine,0.8095238095238095,0.9444444444444444,0.8717948717948718,18.0,layers_5_opt_adam_act_tanh_epochs_20.h5
AC,0.875,0.875,0.875,16.0,layers_5_opt_adam_act_tanh_epochs_20.h5
accuracy,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,layers_5_opt_adam_act_tanh_epochs_20.h5
macro avg,0.8405145180023229,0.8529166666666667,0.8429262258209625,133.0,layers_5_opt_adam_act_tanh_epochs_20.h5
weighted avg,0.8434088706085773,0.8421052631578947,0.8388244565529884,133.0,layers_5_opt_adam_act_tanh_epochs_20.h5
TV,0.3007518796992481,1.0,0.4624277456647399,40.0,layers_5_opt_adam_act_sigmoid_epochs_5.h5
Geyser,0.0,0.0,0.0,27.0,layers_5_opt_adam_act_sigmoid_epochs_5.h5
Refrigerator,0.0,0.0,0.0,32.0,layers_5_opt_adam_act_sigmoid_epochs_5.h5
Washing Machine,0.0,0.0,0.0,18.0,layers_5_opt_adam_act_sigmoid_epochs_5.h5
AC,0.0,0.0,0.0,16.0,layers_5_opt_adam_act_sigmoid_epochs_5.h5
accuracy,0.3007518796992481,0.3007518796992481,0.3007518796992481,0.3007518796992481,layers_5_opt_adam_act_sigmoid_epochs_5.h5
macro avg,0.06015037593984962,0.2,0.09248554913294797,133.0,layers_5_opt_adam_act_sigmoid_epochs_5.h5
weighted avg,0.090451693142631,0.3007518796992481,0.13907601373375633,133.0,layers_5_opt_adam_act_sigmoid_epochs_5.h5
TV,0.3007518796992481,1.0,0.4624277456647399,40.0,layers_5_opt_adam_act_sigmoid_epochs_10.h5
Geyser,0.0,0.0,0.0,27.0,layers_5_opt_adam_act_sigmoid_epochs_10.h5
Refrigerator,0.0,0.0,0.0,32.0,layers_5_opt_adam_act_sigmoid_epochs_10.h5
Washing Machine,0.0,0.0,0.0,18.0,layers_5_opt_adam_act_sigmoid_epochs_10.h5
AC,0.0,0.0,0.0,16.0,layers_5_opt_adam_act_sigmoid_epochs_10.h5
accuracy,0.3007518796992481,0.3007518796992481,0.3007518796992481,0.3007518796992481,layers_5_opt_adam_act_sigmoid_epochs_10.h5
macro avg,0.06015037593984962,0.2,0.09248554913294797,133.0,layers_5_opt_adam_act_sigmoid_epochs_10.h5
weighted avg,0.090451693142631,0.3007518796992481,0.13907601373375633,133.0,layers_5_opt_adam_act_sigmoid_epochs_10.h5
TV,0.3007518796992481,1.0,0.4624277456647399,40.0,layers_5_opt_adam_act_sigmoid_epochs_20.h5
Geyser,0.0,0.0,0.0,27.0,layers_5_opt_adam_act_sigmoid_epochs_20.h5
Refrigerator,0.0,0.0,0.0,32.0,layers_5_opt_adam_act_sigmoid_epochs_20.h5
Washing Machine,0.0,0.0,0.0,18.0,layers_5_opt_adam_act_sigmoid_epochs_20.h5
AC,0.0,0.0,0.0,16.0,layers_5_opt_adam_act_sigmoid_epochs_20.h5
accuracy,0.3007518796992481,0.3007518796992481,0.3007518796992481,0.3007518796992481,layers_5_opt_adam_act_sigmoid_epochs_20.h5
macro avg,0.06015037593984962,0.2,0.09248554913294797,133.0,layers_5_opt_adam_act_sigmoid_epochs_20.h5
weighted avg,0.090451693142631,0.3007518796992481,0.13907601373375633,133.0,layers_5_opt_adam_act_sigmoid_epochs_20.h5
TV,0.8717948717948718,0.85,0.8607594936708861,40.0,layers_5_opt_RMSprop_act_relu_epochs_5.h5
Geyser,0.7058823529411765,0.8888888888888888,0.7868852459016393,27.0,layers_5_opt_RMSprop_act_relu_epochs_5.h5
Refrigerator,0.9629629629629629,0.8125,0.8813559322033898,32.0,layers_5_opt_RMSprop_act_relu_epochs_5.h5
Washing Machine,0.7,0.7777777777777778,0.7368421052631579,18.0,layers_5_opt_RMSprop_act_relu_epochs_5.h5
AC,0.7692307692307693,0.625,0.6896551724137931,16.0,layers_5_opt_RMSprop_act_relu_epochs_5.h5
accuracy,0.8120300751879699,0.8120300751879699,0.8120300751879699,0.8120300751879699,layers_5_opt_RMSprop_act_relu_epochs_5.h5
macro avg,0.801974191385956,0.7908333333333333,0.7910995898905733,133.0,layers_5_opt_RMSprop_act_relu_epochs_5.h5
weighted avg,0.8244595904038629,0.8120300751879699,0.8133632471432009,133.0,layers_5_opt_RMSprop_act_relu_epochs_5.h5
TV,0.8918918918918919,0.825,0.8571428571428571,40.0,layers_5_opt_RMSprop_act_relu_epochs_10.h5
Geyser,0.7931034482758621,0.8518518518518519,0.8214285714285714,27.0,layers_5_opt_RMSprop_act_relu_epochs_10.h5
Refrigerator,0.8709677419354839,0.84375,0.8571428571428571,32.0,layers_5_opt_RMSprop_act_relu_epochs_10.h5
Washing Machine,0.8125,0.7222222222222222,0.7647058823529411,18.0,layers_5_opt_RMSprop_act_relu_epochs_10.h5
AC,0.65,0.8125,0.7222222222222222,16.0,layers_5_opt_RMSprop_act_relu_epochs_10.h5
accuracy,0.8195488721804511,0.8195488721804511,0.8195488721804511,0.8195488721804511,layers_5_opt_RMSprop_act_relu_epochs_10.h5
macro avg,0.8036926164206475,0.8110648148148147,0.8045284780578899,133.0,layers_5_opt_RMSprop_act_relu_epochs_10.h5
weighted avg,0.826958169331274,0.8195488721804511,0.8211512675245537,133.0,layers_5_opt_RMSprop_act_relu_epochs_10.h5
TV,0.926829268292683,0.95,0.9382716049382716,40.0,layers_5_opt_RMSprop_act_relu_epochs_20.h5
Geyser,0.92,0.8518518518518519,0.8846153846153846,27.0,layers_5_opt_RMSprop_act_relu_epochs_20.h5
Refrigerator,0.9393939393939394,0.96875,0.9538461538461539,32.0,layers_5_opt_RMSprop_act_relu_epochs_20.h5
Washing Machine,0.7391304347826086,0.9444444444444444,0.8292682926829268,18.0,layers_5_opt_RMSprop_act_relu_epochs_20.h5
AC,1.0,0.6875,0.8148148148148148,16.0,layers_5_opt_RMSprop_act_relu_epochs_20.h5
accuracy,0.9022556390977443,0.9022556390977443,0.9022556390977443,0.9022556390977443,layers_5_opt_RMSprop_act_relu_epochs_20.h5
macro avg,0.9050707284938462,0.8805092592592592,0.8841632501795103,133.0,layers_5_opt_RMSprop_act_relu_epochs_20.h5
weighted avg,0.911865598634589,0.9022556390977443,0.9015219760191947,133.0,layers_5_opt_RMSprop_act_relu_epochs_20.h5
TV,0.8857142857142857,0.775,0.8266666666666667,40.0,layers_5_opt_RMSprop_act_tanh_epochs_5.h5
Geyser,0.6666666666666666,0.8148148148148148,0.7333333333333333,27.0,layers_5_opt_RMSprop_act_tanh_epochs_5.h5
Refrigerator,0.6333333333333333,0.59375,0.6129032258064516,32.0,layers_5_opt_RMSprop_act_tanh_epochs_5.h5
Washing Machine,0.6666666666666666,0.5555555555555556,0.6060606060606061,18.0,layers_5_opt_RMSprop_act_tanh_epochs_5.h5
AC,0.6,0.75,0.6666666666666666,16.0,layers_5_opt_RMSprop_act_tanh_epochs_5.h5
accuracy,0.706766917293233,0.706766917293233,0.706766917293233,0.706766917293233,layers_5_opt_RMSprop_act_tanh_epochs_5.h5
macro avg,0.6904761904761905,0.6978240740740741,0.6891260997067448,133.0,layers_5_opt_RMSprop_act_tanh_epochs_5.h5
weighted avg,0.7165055495882563,0.706766917293233,0.7071829132949675,133.0,layers_5_opt_RMSprop_act_tanh_epochs_5.h5
TV,0.926829268292683,0.95,0.9382716049382716,40.0,layers_5_opt_RMSprop_act_tanh_epochs_10.h5
Geyser,0.88,0.8148148148148148,0.8461538461538461,27.0,layers_5_opt_RMSprop_act_tanh_epochs_10.h5
Refrigerator,0.8928571428571429,0.78125,0.8333333333333334,32.0,layers_5_opt_RMSprop_act_tanh_epochs_10.h5
Washing Machine,0.7272727272727273,0.8888888888888888,0.8,18.0,layers_5_opt_RMSprop_act_tanh_epochs_10.h5
AC,0.7058823529411765,0.75,0.7272727272727273,16.0,layers_5_opt_RMSprop_act_tanh_epochs_10.h5
accuracy,0.849624060150376,0.849624060150376,0.849624060150376,0.849624060150376,layers_5_opt_RMSprop_act_tanh_epochs_10.h5
macro avg,0.826568298272746,0.8369907407407406,0.8290063023396357,133.0,layers_5_opt_RMSprop_act_tanh_epochs_10.h5
weighted avg,0.8555610980534122,0.849624060150376,0.8502259274189099,133.0,layers_5_opt_RMSprop_act_tanh_epochs_10.h5
TV,0.7916666666666666,0.95,0.8636363636363636,40.0,layers_5_opt_RMSprop_act_tanh_epochs_20.h5
Geyser,0.8518518518518519,0.8518518518518519,0.8518518518518519,27.0,layers_5_opt_RMSprop_act_tanh_epochs_20.h5
Refrigerator,0.9285714285714286,0.8125,0.8666666666666667,32.0,layers_5_opt_RMSprop_act_tanh_epochs_20.h5
Washing Machine,0.8095238095238095,0.9444444444444444,0.8717948717948718,18.0,layers_5_opt_RMSprop_act_tanh_epochs_20.h5
AC,1.0,0.5625,0.72,16.0,layers_5_opt_RMSprop_act_tanh_epochs_20.h5
accuracy,0.849624060150376,0.849624060150376,0.849624060150376,0.849624060150376,layers_5_opt_RMSprop_act_tanh_epochs_20.h5
macro avg,0.8763227513227513,0.8242592592592592,0.8347899507899508,133.0,layers_5_opt_RMSprop_act_tanh_epochs_20.h5
weighted avg,0.8643036161833154,0.849624060150376,0.845797711060869,133.0,layers_5_opt_RMSprop_act_tanh_epochs_20.h5
TV,0.3007518796992481,1.0,0.4624277456647399,40.0,layers_5_opt_RMSprop_act_sigmoid_epochs_5.h5
Geyser,0.0,0.0,0.0,27.0,layers_5_opt_RMSprop_act_sigmoid_epochs_5.h5
Refrigerator,0.0,0.0,0.0,32.0,layers_5_opt_RMSprop_act_sigmoid_epochs_5.h5
Washing Machine,0.0,0.0,0.0,18.0,layers_5_opt_RMSprop_act_sigmoid_epochs_5.h5
AC,0.0,0.0,0.0,16.0,layers_5_opt_RMSprop_act_sigmoid_epochs_5.h5
accuracy,0.3007518796992481,0.3007518796992481,0.3007518796992481,0.3007518796992481,layers_5_opt_RMSprop_act_sigmoid_epochs_5.h5
macro avg,0.06015037593984962,0.2,0.09248554913294797,133.0,layers_5_opt_RMSprop_act_sigmoid_epochs_5.h5
weighted avg,0.090451693142631,0.3007518796992481,0.13907601373375633,133.0,layers_5_opt_RMSprop_act_sigmoid_epochs_5.h5
TV,0.3007518796992481,1.0,0.4624277456647399,40.0,layers_5_opt_RMSprop_act_sigmoid_epochs_10.h5
Geyser,0.0,0.0,0.0,27.0,layers_5_opt_RMSprop_act_sigmoid_epochs_10.h5
Refrigerator,0.0,0.0,0.0,32.0,layers_5_opt_RMSprop_act_sigmoid_epochs_10.h5
Washing Machine,0.0,0.0,0.0,18.0,layers_5_opt_RMSprop_act_sigmoid_epochs_10.h5
AC,0.0,0.0,0.0,16.0,layers_5_opt_RMSprop_act_sigmoid_epochs_10.h5
accuracy,0.3007518796992481,0.3007518796992481,0.3007518796992481,0.3007518796992481,layers_5_opt_RMSprop_act_sigmoid_epochs_10.h5
macro avg,0.06015037593984962,0.2,0.09248554913294797,133.0,layers_5_opt_RMSprop_act_sigmoid_epochs_10.h5
weighted avg,0.090451693142631,0.3007518796992481,0.13907601373375633,133.0,layers_5_opt_RMSprop_act_sigmoid_epochs_10.h5
TV,0.3007518796992481,1.0,0.4624277456647399,40.0,layers_5_opt_RMSprop_act_sigmoid_epochs_20.h5
Geyser,0.0,0.0,0.0,27.0,layers_5_opt_RMSprop_act_sigmoid_epochs_20.h5
Refrigerator,0.0,0.0,0.0,32.0,layers_5_opt_RMSprop_act_sigmoid_epochs_20.h5
Washing Machine,0.0,0.0,0.0,18.0,layers_5_opt_RMSprop_act_sigmoid_epochs_20.h5
AC,0.0,0.0,0.0,16.0,layers_5_opt_RMSprop_act_sigmoid_epochs_20.h5
accuracy,0.3007518796992481,0.3007518796992481,0.3007518796992481,0.3007518796992481,layers_5_opt_RMSprop_act_sigmoid_epochs_20.h5
macro avg,0.06015037593984962,0.2,0.09248554913294797,133.0,layers_5_opt_RMSprop_act_sigmoid_epochs_20.h5
weighted avg,0.090451693142631,0.3007518796992481,0.13907601373375633,133.0,layers_5_opt_RMSprop_act_sigmoid_epochs_20.h5
TV,0.5535714285714286,0.775,0.6458333333333334,40.0,layers_5_opt_SGD_act_relu_epochs_5.h5
Geyser,0.4857142857142857,0.6296296296296297,0.5483870967741935,27.0,layers_5_opt_SGD_act_relu_epochs_5.h5
Refrigerator,0.65,0.8125,0.7222222222222222,32.0,layers_5_opt_SGD_act_relu_epochs_5.h5
Washing Machine,0.5,0.05555555555555555,0.1,18.0,layers_5_opt_SGD_act_relu_epochs_5.h5
AC,0.0,0.0,0.0,16.0,layers_5_opt_SGD_act_relu_epochs_5.h5
accuracy,0.5639097744360902,0.5639097744360902,0.5639097744360902,0.5639097744360902,layers_5_opt_SGD_act_relu_epochs_5.h5
macro avg,0.4378571428571429,0.454537037037037,0.40328853046594987,133.0,layers_5_opt_SGD_act_relu_epochs_5.h5
weighted avg,0.48915145005370575,0.5639097744360902,0.49286388013043364,133.0,layers_5_opt_SGD_act_relu_epochs_5.h5
TV,0.5967741935483871,0.925,0.7254901960784313,40.0,layers_5_opt_SGD_act_relu_epochs_10.h5
Geyser,0.7083333333333334,0.6296296296296297,0.6666666666666666,27.0,layers_5_opt_SGD_act_relu_epochs_10.h5
Refrigerator,0.7692307692307693,0.625,0.6896551724137931,32.0,layers_5_opt_SGD_act_relu_epochs_10.h5
Washing Machine,0.5294117647058824,0.5,0.5142857142857142,18.0,layers_5_opt_SGD_act_relu_epochs_10.h5
AC,0.75,0.1875,0.3,16.0,layers_5_opt_SGD_act_relu_epochs_10.h5
accuracy,0.6466165413533834,0.6466165413533834,0.6466165413533834,0.6466165413533834,layers_5_opt_SGD_act_relu_epochs_10.h5
macro avg,0.6707500121636744,0.5734259259259259,0.579219549888921,133.0,layers_5_opt_SGD_act_relu_epochs_10.h5
weighted avg,0.6702313091881653,0.6466165413533834,0.6251557610339961,133.0,layers_5_opt_SGD_act_relu_epochs_10.h5
TV,0.6744186046511628,0.725,0.6987951807228916,40.0,layers_5_opt_SGD_act_relu_epochs_20.h5
Geyser,0.631578947368421,0.8888888888888888,0.7384615384615385,27.0,layers_5_opt_SGD_act_relu_epochs_20.h5
Refrigerator,0.75,0.75,0.75,32.0,layers_5_opt_SGD_act_relu_epochs_20.h5
Washing Machine,0.6428571428571429,0.5,0.5625,18.0,layers_5_opt_SGD_act_relu_epochs_20.h5
AC,0.3333333333333333,0.125,0.18181818181818182,16.0,layers_5_opt_SGD_act_relu_epochs_20.h5
accuracy,0.6616541353383458,0.6616541353383458,0.6616541353383458,0.6616541353383458,layers_5_opt_SGD_act_relu_epochs_20.h5
macro avg,0.606437605642012,0.5977777777777777,0.5863149802005223,133.0,layers_5_opt_SGD_act_relu_epochs_20.h5
weighted avg,0.6386025388703441,0.6616541353383458,0.6385290201238203,133.0,layers_5_opt_SGD_act_relu_epochs_20.h5
TV,0.5238095238095238,0.825,0.6407766990291263,40.0,layers_5_opt_SGD_act_tanh_epochs_5.h5
Geyser,0.5,0.5185185185185185,0.509090909090909,27.0,layers_5_opt_SGD_act_tanh_epochs_5.h5
Refrigerator,0.696969696969697,0.71875,0.7076923076923077,32.0,layers_5_opt_SGD_act_tanh_epochs_5.h5
Washing Machine,0.875,0.3888888888888889,0.5384615384615384,18.0,layers_5_opt_SGD_act_tanh_epochs_5.h5
AC,1.0,0.0625,0.11764705882352941,16.0,layers_5_opt_SGD_act_tanh_epochs_5.h5
accuracy,0.5864661654135338,0.5864661654135338,0.5864661654135338,0.5864661654135338,layers_5_opt_SGD_act_tanh_epochs_5.h5
macro avg,0.7191558441558442,0.5027314814814814,0.5027337026194821,133.0,layers_5_opt_SGD_act_tanh_epochs_5.h5
weighted avg,0.6654542199654981,0.5864661654135338,0.5533634359868993,133.0,layers_5_opt_SGD_act_tanh_epochs_5.h5
TV,0.7954545454545454,0.875,0.8333333333333334,40.0,layers_5_opt_SGD_act_tanh_epochs_10.h5
Geyser,0.5789473684210527,0.8148148148148148,0.676923076923077,27.0,layers_5_opt_SGD_act_tanh_epochs_10.h5
Refrigerator,0.9166666666666666,0.6875,0.7857142857142857,32.0,layers_5_opt_SGD_act_tanh_epochs_10.h5
Washing Machine,0.5384615384615384,0.3888888888888889,0.45161290322580644,18.0,layers_5_opt_SGD_act_tanh_epochs_10.h5
AC,0.7857142857142857,0.6875,0.7333333333333333,16.0,layers_5_opt_SGD_act_tanh_epochs_10.h5
accuracy,0.7293233082706767,0.7293233082706767,0.7293233082706767,0.7293233082706767,layers_5_opt_SGD_act_tanh_epochs_10.h5
macro avg,0.7230488809436177,0.6907407407407408,0.6961833865059671,133.0,layers_5_opt_SGD_act_tanh_epochs_10.h5
weighted avg,0.7447130102452618,0.7293233082706767,0.7264321740188827,133.0,layers_5_opt_SGD_act_tanh_epochs_10.h5
TV,0.9393939393939394,0.775,0.8493150684931506,40.0,layers_5_opt_SGD_act_tanh_epochs_20.h5
Geyser,0.696969696969697,0.8518518518518519,0.7666666666666667,27.0,layers_5_opt_SGD_act_tanh_epochs_20.h5
Refrigerator,0.7567567567567568,0.875,0.8115942028985508,32.0,layers_5_opt_SGD_act_tanh_epochs_20.h5
Washing Machine,0.6875,0.6111111111111112,0.6470588235294118,18.0,layers_5_opt_SGD_act_tanh_epochs_20.h5
AC,0.7857142857142857,0.6875,0.7333333333333333,16.0,layers_5_opt_SGD_act_tanh_epochs_20.h5
accuracy,0.7819548872180451,0.7819548872180451,0.7819548872180451,0.7819548872180451,layers_5_opt_SGD_act_tanh_epochs_20.h5
macro avg,0.7732669357669357,0.7600925925925927,0.7615936189842226,133.0,layers_5_opt_SGD_act_tanh_epochs_20.h5
weighted avg,0.7936585276810841,0.7819548872180451,0.7821354089424241,133.0,layers_5_opt_SGD_act_tanh_epochs_20.h5
TV,0.3007518796992481,1.0,0.4624277456647399,40.0,layers_5_opt_SGD_act_sigmoid_epochs_5.h5
Geyser,0.0,0.0,0.0,27.0,layers_5_opt_SGD_act_sigmoid_epochs_5.h5
Refrigerator,0.0,0.0,0.0,32.0,layers_5_opt_SGD_act_sigmoid_epochs_5.h5
Washing Machine,0.0,0.0,0.0,18.0,layers_5_opt_SGD_act_sigmoid_epochs_5.h5
AC,0.0,0.0,0.0,16.0,layers_5_opt_SGD_act_sigmoid_epochs_5.h5
accuracy,0.3007518796992481,0.3007518796992481,0.3007518796992481,0.3007518796992481,layers_5_opt_SGD_act_sigmoid_epochs_5.h5
macro avg,0.06015037593984962,0.2,0.09248554913294797,133.0,layers_5_opt_SGD_act_sigmoid_epochs_5.h5
weighted avg,0.090451693142631,0.3007518796992481,0.13907601373375633,133.0,layers_5_opt_SGD_act_sigmoid_epochs_5.h5
TV,0.3007518796992481,1.0,0.4624277456647399,40.0,layers_5_opt_SGD_act_sigmoid_epochs_10.h5
Geyser,0.0,0.0,0.0,27.0,layers_5_opt_SGD_act_sigmoid_epochs_10.h5
Refrigerator,0.0,0.0,0.0,32.0,layers_5_opt_SGD_act_sigmoid_epochs_10.h5
Washing Machine,0.0,0.0,0.0,18.0,layers_5_opt_SGD_act_sigmoid_epochs_10.h5
AC,0.0,0.0,0.0,16.0,layers_5_opt_SGD_act_sigmoid_epochs_10.h5
accuracy,0.3007518796992481,0.3007518796992481,0.3007518796992481,0.3007518796992481,layers_5_opt_SGD_act_sigmoid_epochs_10.h5
macro avg,0.06015037593984962,0.2,0.09248554913294797,133.0,layers_5_opt_SGD_act_sigmoid_epochs_10.h5
weighted avg,0.090451693142631,0.3007518796992481,0.13907601373375633,133.0,layers_5_opt_SGD_act_sigmoid_epochs_10.h5
TV,0.3007518796992481,1.0,0.4624277456647399,40.0,layers_5_opt_SGD_act_sigmoid_epochs_20.h5
Geyser,0.0,0.0,0.0,27.0,layers_5_opt_SGD_act_sigmoid_epochs_20.h5
Refrigerator,0.0,0.0,0.0,32.0,layers_5_opt_SGD_act_sigmoid_epochs_20.h5
Washing Machine,0.0,0.0,0.0,18.0,layers_5_opt_SGD_act_sigmoid_epochs_20.h5
AC,0.0,0.0,0.0,16.0,layers_5_opt_SGD_act_sigmoid_epochs_20.h5
accuracy,0.3007518796992481,0.3007518796992481,0.3007518796992481,0.3007518796992481,layers_5_opt_SGD_act_sigmoid_epochs_20.h5
macro avg,0.06015037593984962,0.2,0.09248554913294797,133.0,layers_5_opt_SGD_act_sigmoid_epochs_20.h5
weighted avg,0.090451693142631,0.3007518796992481,0.13907601373375633,133.0,layers_5_opt_SGD_act_sigmoid_epochs_20.h5
